date	page	views	visitors	avg_time_sec
2024-01-24	faq	160	111	65
2024-01-24	category_gaming	642	280	35
2024-01-24	category_electronics	751	450	52
2024-01-24	landing_campaign	344	308	48
2024-01-25	home	6716	5920	39
2024-01-25	product_page	1268	974	78
2024-01-25	blog_post	868	468	103
2024-01-25	pricing	415	193	42
2024-01-25	about	202	134	87
2024-01-25	contact	112	50	60
2024-01-25	faq	178	77	54
2024-01-25	category_gaming	654	395	75
2024-01-25	category_electronics	629	347	44
2024-01-25	landing_campaign	340	249	68
2024-01-26	home	4877	3457	71
2024-01-26	product_page	1584	878	56
2024-01-26	blog_post	973	584	124
2024-01-26	pricing	433	248	48
2024-01-26	about	227	145	62
2024-01-26	contact	141	63	53
2024-01-26	faq	169	124	57
2024-01-26	category_gaming	754	618	71
2024-01-26	category_electronics	798	539	57
2024-01-26	landing_campaign	362	167	84
2024-01-27	home	4006	2841	51
2024-01-27	product_page	871	512	78
2024-01-27	blog_post	540	445	128
2024-01-27	pricing	298	251	43
2024-01-27	about	179	143	57
2024-01-27	contact	75	46	62
2024-01-27	faq	98	66	53
2024-01-27	category_gaming	318	269	76
2024-01-27	category_electronics	414	306	66
2024-01-27	landing_campaign	202	167	82
2024-01-28	home	3348	1495	48
2024-01-28	product_page	777	667	48
2024-01-28	blog_post	564	375	108
2024-01-28	pricing	268	161	63
2024-01-28	about	115	61	79
2024-01-28	contact	79	32	61
2024-01-28	faq	120	105	73
2024-01-28	category_gaming	338	227	61
2024-01-28	category_electronics	531	422	63
2024-01-28	landing_campaign	229	129	40
2024-01-29	home	4688	4125	45
2024-01-29	product_page	1172	529	54
2024-01-29	blog_post	885	437	108
2024-01-29	pricing	493	301	54
2024-01-29	about	215	128	72
2024-01-29	contact	105	46	61
2024-01-29	faq	157	124	92
2024-01-29	category_gaming	1884	1314	71
2024-01-29	category_electronics	799	651	60
2024-01-29	landing_campaign	313	246	65
2024-01-30	home	4719	4115	49
2024-01-30	product_page	1356	729	54
2024-01-30	blog_post	710	491	110
2024-01-30	pricing	516	210	41
2024-01-30	about	257	216	55
2024-01-30	contact	115	90	37
2024-01-30	faq	145	95	35
2024-01-30	category_gaming	684	298	44
2024-01-30	category_electronics	693	304	44
2024-01-30	landing_campaign	399	277	44
2024-01-31	home	5837	3770	53
2024-01-31	product_page	1227	1094	78
2024-01-31	blog_post	482	374	144
2024-01-31	pricing	499	252	50
2024-01-31	about	173	99	62
2024-01-31	contact	127	58	86
2024-01-31	faq	178	87	31
2024-01-31	category_gaming	589	369	51
2024-01-31	category_electronics	659	270	74
2024-01-31	landing_campaign	352	209	60
2024-02-01	home	5884	4397	58
2024-02-01	product_page	1421	1260	85
2024-02-01	blog_post	970	727	124
2024-02-01	pricing	381	210	75
2024-02-01	about	197	134	74
2024-02-01	contact	122	55	51
2024-02-01	faq	174	85	77
2024-02-01	category_gaming	486	273	65
2024-02-01	category_electronics	710	634	57
2024-02-01	landing_campaign	334	195	57
2024-02-02	home	4422	3258	80
2024-02-02	product_page	1507	688	76
2024-02-02	blog_post	713	295	133
2024-02-02	pricing	340	215	30
2024-02-02	about	186	103	76
2024-02-02	contact	113	77	54
2024-02-02	faq	198	132	45
2024-02-02	category_gaming	775	556	13
2024-02-02	category_electronics	625	293	74
2024-02-02	landing_campaign	351	293	44
2024-02-03	home	3025	2354	55
2024-02-03	product_page	1018	415	64
2024-02-03	blog_post	556	360	122
2024-02-03	pricing	208	173	55
2024-02-03	about	136	107	44
2024-02-03	contact	69	47	71
2024-02-03	faq	107	47	55
2024-02-03	category_gaming	491	281	54
2024-02-03	category_electronics	367	231	86
2024-02-03	landing_campaign	182	78	87
2024-02-04	home	4433	1992	59
2024-02-04	product_page	986	672	73
2024-02-04	blog_post	676	529	118
2024-02-04	pricing	316	227	67
2024-02-04	about	171	147	58
2024-02-04	contact	70	32	74
2024-02-04	faq	109	81	35
2024-02-04	category_gaming	439	289	64
2024-02-04	category_electronics	725	477	82
2024-02-04	landing_campaign	189	160	69
2024-02-05	home	5441	3563	62
2024-02-05	product_page	1416	1195	52
2024-02-05	blog_post	854	665	137
2024-02-05	pricing	411	368	82
2024-02-05	about	263	212	58
2024-02-05	contact	106	92	67
2024-02-05	faq	196	124	56
2024-02-05	category_gaming	715	360	71
2024-02-05	category_electronics	737	479	69
2024-02-05	landing_campaign	270	156	55
2024-02-06	home	5061	2497	51
2024-02-06	product_page	1610	1102	59
2024-02-06	blog_post	920	685	132
2024-02-06	pricing	402	299	89
2024-02-06	about	197	154	71
2024-02-06	contact	122	49	68
2024-02-06	faq	212	101	60
2024-02-06	category_gaming	596	292	63
2024-02-06	category_electronics	1020	482	54
2024-02-06	landing_campaign	305	158	51
2024-02-07	home	5086	3696	39
2024-02-07	product_page	1617	1228	55
2024-02-07	blog_post	1039	928	147
2024-02-07	pricing	427	250	74
2024-02-07	about	194	90	52
2024-02-07	contact	97	85	44
2024-02-07	faq	171	100	60
2024-02-07	category_gaming	467	229	52
2024-02-07	category_electronics	744	366	43
2024-02-07	landing_campaign	285	179	54
2024-02-08	home	33719	4306	40
2024-02-08	product_page	1384	781	59
2024-02-08	blog_post	1003	439	126
2024-02-08	pricing	459	360	59
2024-02-08	about	233	181	70
2024-02-08	contact	123	99	60
2024-02-08	faq	177	97	73
2024-02-08	category_gaming	496	235	70
2024-02-08	category_electronics	813	656	65
2024-02-08	landing_campaign	266	146	81
2024-02-09	home	5710	3723	49
2024-02-09	product_page	1481	615	60
2024-02-09	blog_post	872	376	112
2024-02-09	pricing	451	186	81
2024-02-09	about	224	179	53
2024-02-09	contact	139	111	29
2024-02-09	faq	132	93	68
2024-02-09	category_gaming	800	568	71
2024-02-09	category_electronics	778	572	69
2024-02-09	landing_campaign	319	250	47
2024-02-10	home	3204	2876	61
2024-02-10	product_page	1059	657	46
2024-02-10	blog_post	474	266	138
2024-02-10	pricing	245	199	56
2024-02-10	about	122	103	34
2024-02-10	contact	107	93	56
2024-02-10	faq	118	69	59
2024-02-10	category_gaming	363	165	52
2024-02-10	category_electronics	580	513	71
2024-02-10	landing_campaign	196	82	71
2024-02-11	home	4014	2779	55
2024-02-11	product_page	923	827	56
2024-02-11	blog_post	635	544	84
2024-02-11	pricing	282	170	60
2024-02-11	about	143	60	49
2024-02-11	contact	68	38	67
2024-02-11	faq	116	59	68
2024-02-11	category_gaming	453	269	54
2024-02-11	category_electronics	490	280	82
2024-02-11	landing_campaign	274	233	55
2024-02-12	home	5548	2310	50
2024-02-12	product_page	1525	885	58
2024-02-12	blog_post	907	786	129
2024-02-12	pricing	415	213	63
2024-02-12	about	182	117	54
2024-02-12	contact	120	74	59
2024-02-12	faq	158	102	65
2024-02-12	category_gaming	552	320	34
2024-02-12	category_electronics	751	497	79
2024-02-12	landing_campaign	408	194	58
2024-02-13	home	4372	3644	68
2024-02-13	product_page	1087	759	41
2024-02-13	blog_post	806	490	107
2024-02-13	pricing	466	326	27
2024-02-13	about	284	157	72
2024-02-13	contact	116	95	52
2024-02-13	faq	151	98	37
2024-02-13	category_gaming	868	365	66
2024-02-13	category_electronics	744	471	61
2024-02-13	landing_campaign	321	152	79
2024-02-14	home	5135	2526	81
2024-02-14	product_page	1334	1102	70
2024-02-14	blog_post	713	636	101
2024-02-14	pricing	365	186	61
2024-02-14	about	201	126	59
2024-02-14	contact	133	76	53
2024-02-14	faq	145	111	62
2024-02-14	category_gaming	585	478	102
2024-02-14	category_electronics	717	318	50
2024-02-14	landing_campaign	376	310	48
2024-02-15	home	6010	3948	78
2024-02-15	product_page	1164	955	83
2024-02-15	blog_post	1040	694	135
2024-02-15	pricing	420	248	67
2024-02-15	about	219	184	82
2024-02-15	contact	89	75	38
2024-02-15	faq	198	112	16
2024-02-15	category_gaming	751	345	40
2024-02-15	category_electronics	806	399	65
2024-02-15	landing_campaign	373	183	84
2024-02-16	home	4998	3746	36
2024-02-16	product_page	1425	1117	92
2024-02-16	blog_post	966	766	140
2024-02-16	pricing	493	348	54
2024-02-16	about	226	115	79
2024-02-16	contact	74	55	70
2024-02-16	faq	196	144	58
2024-02-16	category_gaming	558	497	70
2024-02-16	category_electronics	822	464	67
2024-02-16	landing_campaign	275	184	61
2024-02-17	home	3774	2733	42
2024-02-17	product_page	878	735	23
2024-02-17	blog_post	605	293	116
2024-02-17	pricing	271	226	81
2024-02-17	about	137	103	60
2024-02-17	contact	75	36	55
2024-02-17	faq	130	114	49
2024-02-17	category_gaming	514	254	53
2024-02-17	category_electronics	558	276	76
2024-02-17	landing_campaign	196	115	53
2024-02-18	home	3991	3580	42
2024-02-18	product_page	886	608	55
2024-02-18	blog_post	589	395	133
2024-02-18	pricing	217	92	56
2024-02-18	about	134	90	58
2024-02-18	contact	77	35	31
2024-02-18	faq	101	71	43
2024-02-18	category_gaming	424	222	49
2024-02-18	category_electronics	566	489	99
2024-02-18	landing_campaign	236	96	89
2024-02-19	home	5230	4422	73
2024-02-19	product_page	1578	968	65
2024-02-19	blog_post	861	541	105
2024-02-19	pricing	378	338	61
2024-02-19	about	196	130	50
2024-02-19	contact	71	55	82
2024-02-19	faq	225	171	65
2024-02-19	category_gaming	668	562	54
2024-02-19	category_electronics	767	662	56
2024-02-19	landing_campaign	301	268	28
2024-02-20	home	6769	5536	15
2024-02-20	product_page	1148	468	73
2024-02-20	blog_post	1035	877	119
2024-02-20	pricing	345	271	91
2024-02-20	about	229	101	85
2024-02-20	contact	109	63	71
2024-02-20	faq	202	102	76
2024-02-20	category_gaming	1833	1204	72
2024-02-20	category_electronics	952	840	50
2024-02-20	landing_campaign	243	197	67
2024-02-21	home	1486	1653	34
2024-02-21	product_page	389	413	38
2024-02-21	blog_post	166	116	107
2024-02-21	pricing	82	56	64
2024-02-21	about	50	50	45
2024-02-21	contact	30	38	43
2024-02-21	faq	53	56	67
2024-02-21	category_gaming	218	229	61
2024-02-21	category_electronics	192	200	86
2024-02-21	landing_campaign	81	79	68
2024-02-22	home	4998	2574	41
2024-02-22	product_page	1591	1262	65
2024-02-22	blog_post	663	542	143
2024-02-22	pricing	502	250	72
2024-02-22	about	258	168	58
2024-02-22	contact	123	101	85
2024-02-22	faq	180	83	34
2024-02-22	category_gaming	772	325	73
2024-02-22	category_electronics	674	311	86
2024-02-22	landing_campaign	266	161	54
2024-02-23	home	6707	5279	49
2024-02-23	product_page	1267	1096	60
2024-02-23	blog_post	816	562	127
2024-02-23	pricing	279	235	44
2024-02-23	about	195	170	58
2024-02-23	contact	114	72	68
2024-02-23	faq	135	54	62
2024-02-23	category_gaming	556	267	56
2024-02-23	category_electronics	874	547	69
2024-02-23	landing_campaign	305	132	60
2024-02-24	home	3845	2959	35
2024-02-24	product_page	675	309	82
2024-02-24	blog_post	535	410	138
2024-02-24	pricing	370	315	61
2024-02-24	about	148	97	72
2024-02-24	contact	75	47	58
2024-02-24	faq	107	49	44
2024-02-24	category_gaming	633	360	61
2024-02-24	category_electronics	559	326	67
2024-02-24	landing_campaign	217	108	84
2024-02-25	home	3488	1635	47
2024-02-25	product_page	653	359	28
2024-02-25	blog_post	488	386	123
2024-02-25	pricing	335	253	34
2024-02-25	about	112	72	82
2024-02-25	contact	78	35	64
2024-02-25	faq	132	81	51
2024-02-25	category_gaming	380	266	33
2024-02-25	category_electronics	515	259	60
2024-02-25	landing_campaign	276	138	93
2024-02-26	home	6408	3393	73
2024-02-26	product_page	1589	995	50
2024-02-26	blog_post	968	710	130
2024-02-26	pricing	343	205	66
2024-02-26	about	244	119	78
2024-02-26	contact	112	58	55
2024-02-26	faq	207	141	59
2024-02-26	category_gaming	591	403	47
2024-02-26	category_electronics	605	262	60
2024-02-26	landing_campaign	385	317	58
2024-02-27	home	7072	3510	61
2024-02-27	product_page	1102	899	73
2024-02-27	blog_post	892	401	118
2024-02-27	pricing	417	303	70
2024-02-27	about	145	104	56
2024-02-27	contact	113	90	71
2024-02-27	faq	151	125	25
2024-02-27	category_gaming	759	311	23
2024-02-27	category_electronics	821	622	44
2024-02-27	landing_campaign	277	172	63
2024-02-28	home	5464	4563	26
2024-02-28	product_page	1311	1107	60
2024-02-28	blog_post	1105	519	117
2024-02-28	pricing	365	226	71
2024-02-28	about	214	96	55
2024-02-28	contact	93	81	64
2024-02-28	faq	157	135	61
2024-02-28	category_gaming	603	344	60
2024-02-28	category_electronics	751	551	49
2024-02-28	landing_campaign	216	99	51
2024-02-29	home	5199	4178	56
2024-02-29	product_page	1378	787	44
2024-02-29	blog_post	967	607	101
2024-02-29	pricing	544	351	34
2024-02-29	about	238	174	32
2024-02-29	contact	109	46	53
2024-02-29	faq	171	142	40
2024-02-29	category_gaming	834	394	34
2024-02-29	category_electronics	862	734	72
2024-02-29	landing_campaign	356	301	74
2024-03-01	home	5753	3938	50
2024-03-01	product_page	1356	955	51
2024-03-01	blog_post	819	589	107
2024-03-01	pricing	528	301	58
2024-03-01	about	212	87	63
2024-03-01	contact	96	77	46
2024-03-01	faq	152	113	84
2024-03-01	category_gaming	711	586	50
2024-03-01	category_electronics	1028	538	60
2024-03-01	landing_campaign	263	149	69
2024-03-02	home	4478	2797	21
2024-03-02	product_page	644	308	59
2024-03-02	blog_post	726	351	125
2024-03-02	pricing	314	173	53
2024-03-02	about	150	84	60
2024-03-02	contact	77	33	32
2024-03-02	faq	114	46	83
2024-03-02	category_gaming	397	260	87
2024-03-02	category_electronics	547	486	38
2024-03-02	landing_campaign	219	114	54
2024-03-03	home	3385	2738	39
2024-03-03	product_page	1191	787	70
2024-03-03	blog_post	481	309	115
2024-03-03	pricing	359	280	53
2024-03-03	about	152	125	73
2024-03-03	contact	75	50	49
2024-03-03	faq	103	85	38
2024-03-03	category_gaming	520	440	52
2024-03-03	category_electronics	562	482	42
2024-03-03	landing_campaign	193	121	58
2024-03-04	home	906	1089	31
2024-03-04	product_page	141	240	98
2024-03-04	blog_post	116	181	113
2024-03-04	pricing	68	71	50
2024-03-04	about	30	29	52
2024-03-04	contact	16	28	79
2024-03-04	faq	21	32	67
2024-03-04	category_gaming	111	176	77
2024-03-04	category_electronics	89	124	96
2024-03-04	landing_campaign	39	54	51
2024-03-05	home	5534	2215	58
2024-03-05	product_page	1026	796	78
2024-03-05	blog_post	866	522	84
2024-03-05	pricing	363	320	80
2024-03-05	about	222	148	72
2024-03-05	contact	127	107	76
2024-03-05	faq	195	146	53
2024-03-05	category_gaming	565	447	78
2024-03-05	category_electronics	769	548	63
2024-03-05	landing_campaign	259	153	58
2024-03-06	home	5128	3598	63
2024-03-06	product_page	1180	479	67
2024-03-06	blog_post	949	389	114
2024-03-06	pricing	502	347	48
2024-03-06	about	249	105	72
2024-03-06	contact	108	73	65
2024-03-06	faq	142	126	66
2024-03-06	category_gaming	605	525	59
2024-03-06	category_electronics	988	654	70
2024-03-06	landing_campaign	326	142	34
2024-03-07	home	4959	2659	83
2024-03-07	product_page	1280	873	77
2024-03-07	blog_post	982	398	100
2024-03-07	pricing	601	516	57
2024-03-07	about	271	189	50
2024-03-07	contact	109	60	70
2024-03-07	faq	165	66	76
2024-03-07	category_gaming	551	392	54
2024-03-07	category_electronics	772	324	90
2024-03-07	landing_campaign	387	294	66
2024-03-08	home	5254	4436	67
2024-03-08	product_page	1110	583	70
2024-03-08	blog_post	1030	489	118
2024-03-08	pricing	414	332	72
2024-03-08	about	221	128	71
2024-03-08	contact	115	85	81
2024-03-08	faq	142	116	65
2024-03-08	category_gaming	762	413	46
2024-03-08	category_electronics	652	504	43
2024-03-08	landing_campaign	389	215	62
2024-03-09	home	4365	2076	72
2024-03-09	product_page	844	487	22
2024-03-09	blog_post	707	359	103
2024-03-09	pricing	316	215	62
2024-03-09	about	135	112	62
2024-03-09	contact	84	74	37
2024-03-09	faq	139	86	69
2024-03-09	category_gaming	454	317	41
2024-03-09	category_electronics	365	231	51
2024-03-09	landing_campaign	205	118	32
2024-03-10	home	2902	2595	65
2024-03-10	product_page	712	454	60
2024-03-10	blog_post	647	313	148
2024-03-10	pricing	279	152	76
2024-03-10	about	160	135	76
2024-03-10	contact	90	73	71
2024-03-10	faq	101	66	62
2024-03-10	category_gaming	464	312	54
2024-03-10	category_electronics	422	298	67
2024-03-10	landing_campaign	258	208	74
2024-03-11	home	6738	4374	43
2024-03-11	product_page	1400	845	39
2024-03-11	blog_post	1067	644	113
2024-03-11	pricing	381	331	81
2024-03-11	about	257	201	66
2024-03-11	contact	105	51	24
2024-03-11	faq	193	163	49
2024-03-11	category_gaming	649	287	86
2024-03-11	category_electronics	771	487	51
2024-03-11	landing_campaign	344	160	77
2024-03-12	home	6189	4107	73
2024-03-12	product_page	1175	855	60
2024-03-12	blog_post	963	522	116
2024-03-12	pricing	483	337	91
2024-03-12	about	168	71	49
2024-03-12	contact	127	93	72
2024-03-12	faq	136	55	70
2024-03-12	category_gaming	672	371	80
2024-03-12	category_electronics	921	791	51
2024-03-12	landing_campaign	341	173	73
2024-03-13	home	5128	2736	69
2024-03-13	product_page	1371	769	36
2024-03-13	blog_post	880	736	102
2024-03-13	pricing	519	258	62
2024-03-13	about	234	147	41
2024-03-13	contact	131	101	69
2024-03-13	faq	165	83	69
2024-03-13	category_gaming	577	314	61
2024-03-13	category_electronics	734	334	40
2024-03-13	landing_campaign	342	241	56
2024-03-14	home	6467	2956	79
2024-03-14	product_page	1211	994	54
2024-03-14	blog_post	797	454	129
2024-03-14	pricing	457	365	66
2024-03-14	about	197	156	49
2024-03-14	contact	131	88	77
2024-03-14	faq	210	112	66
2024-03-14	category_gaming	766	424	54
2024-03-14	category_electronics	1005	904	66
2024-03-14	landing_campaign	241	197	34
2024-03-15	home	6166	3894	72
2024-03-15	product_page	1554	1302	36
2024-03-15	blog_post	740	657	83
2024-03-15	pricing	391	161	85
2024-03-15	about	195	159	62
2024-03-15	contact	108	66	84
2024-03-15	faq	161	84	68
2024-03-15	category_gaming	627	295	67
2024-03-15	category_electronics	703	537	71
2024-03-15	landing_campaign	307	273	38
2024-03-16	home	3389	1865	39
2024-03-16	product_page	898	529	45
2024-03-16	blog_post	685	460	128
2024-03-16	pricing	304	130	54
2024-03-16	about	185	92	74
2024-03-16	contact	68	47	74
2024-03-16	faq	108	87	68
2024-03-16	category_gaming	504	400	71
2024-03-16	category_electronics	549	268	57
2024-03-16	landing_campaign	236	104	89
2024-03-17	home	3857	3186	32
2024-03-17	product_page	1019	660	82
2024-03-17	blog_post	539	325	114
2024-03-17	pricing	214	90	36
2024-03-17	about	178	78	93
2024-03-17	contact	67	51	79
2024-03-17	faq	101	79	57
2024-03-17	category_gaming	449	341	50
2024-03-17	category_electronics	421	328	52
2024-03-17	landing_campaign	229	133	24
2024-03-18	home	6368	3628	47
2024-03-18	product_page	964	729	38
2024-03-18	blog_post	935	594	129
2024-03-18	pricing	492	211	78
2024-03-18	about	269	149	57
2024-03-18	contact	125	102	56
2024-03-18	faq	138	63	72
2024-03-18	category_gaming	722	311	33
2024-03-18	category_electronics	761	544	55
2024-03-18	landing_campaign	386	202	92
2024-03-19	home	4982	2556	56
2024-03-19	product_page	1487	1072	63
2024-03-19	blog_post	942	495	110
2024-03-19	pricing	560	346	42
2024-03-19	about	198	113	42
2024-03-19	contact	89	71	57
2024-03-19	faq	158	92	52
2024-03-19	category_gaming	675	363	44
2024-03-19	category_electronics	607	374	92
2024-03-19	landing_campaign	317	135	55
2024-03-20	home	6931	4064	71
2024-03-20	product_page	1590	1379	74
2024-03-20	blog_post	949	419	140
2024-03-20	pricing	387	263	44
2024-03-20	about	217	166	57
2024-03-20	contact	105	48	32
2024-03-20	faq	176	149	80
2024-03-20	category_gaming	748	632	59
2024-03-20	category_electronics	872	489	61
2024-03-20	landing_campaign	315	218	58
2024-03-21	home	6417	3047	71
2024-03-21	product_page	1093	799	56
2024-03-21	blog_post	799	659	105
2024-03-21	pricing	422	273	59
2024-03-21	about	173	117	68
2024-03-21	contact	91	37	42
2024-03-21	faq	181	113	91
2024-03-21	category_gaming	474	232	60
2024-03-21	category_electronics	698	519	69
2024-03-21	landing_campaign	347	300	27
2024-03-22	home	5640	4665	51
2024-03-22	product_page	1029	616	69
2024-03-22	blog_post	997	419	124
2024-03-22	pricing	436	225	52
2024-03-22	about	196	97	49
2024-03-22	contact	106	55	53
2024-03-22	faq	163	133	62
2024-03-22	category_gaming	521	358	51
2024-03-22	category_electronics	851	719	69
2024-03-22	landing_campaign	325	272	59
2024-03-23	home	3764	2125	59
2024-03-23	product_page	848	477	58
2024-03-23	blog_post	563	329	118
2024-03-23	pricing	276	231	49
2024-03-23	about	112	77	52
2024-03-23	contact	70	47	50
2024-03-23	faq	125	80	43
2024-03-23	category_gaming	428	239	48
2024-03-23	category_electronics	553	431	54
2024-03-23	landing_campaign	324	139	41
2024-03-24	home	4560	3132	64
2024-03-24	product_page	1019	591	41
2024-03-24	blog_post	527	311	164
2024-03-24	pricing	328	132	65
2024-03-24	about	150	112	71
2024-03-24	contact	73	59	77
2024-03-24	faq	106	77	54
2024-03-24	category_gaming	477	269	92
2024-03-24	category_electronics	543	382	85
2024-03-24	landing_campaign	239	163	58
2024-03-25	home	7057	5451	68
2024-03-25	product_page	1323	569	37
2024-03-25	blog_post	586	247	126
2024-03-25	pricing	379	339	35
2024-03-25	about	233	208	38
2024-03-25	contact	112	83	67
2024-03-25	faq	165	132	45
2024-03-25	category_gaming	869	671	60
2024-03-25	category_electronics	854	537	54
2024-03-25	landing_campaign	359	218	55
2024-03-26	home	5901	3487	84
2024-03-26	product_page	1424	847	79
2024-03-26	blog_post	1086	935	99
2024-03-26	pricing	466	364	42
2024-03-26	about	231	164	84
2024-03-26	contact	123	96	67
2024-03-26	faq	159	92	59
2024-03-26	category_gaming	663	493	59
2024-03-26	category_electronics	849	749	35
2024-03-26	landing_campaign	310	135	48
2024-03-27	home	4298	2242	65
2024-03-27	product_page	1405	1173	77
2024-03-27	blog_post	967	522	122
2024-03-27	pricing	563	335	72
2024-03-27	about	142	90	57
2024-03-27	contact	119	50	74
2024-03-27	faq	160	126	60
2024-03-27	category_gaming	643	513	29
2024-03-27	category_electronics	625	355	52
2024-03-27	landing_campaign	273	141	44
2024-03-28	home	6072	3145	74
2024-03-28	product_page	1379	915	24
2024-03-28	blog_post	866	739	133
2024-03-28	pricing	559	483	54
2024-03-28	about	221	136	38
2024-03-28	contact	121	55	62
2024-03-28	faq	134	113	56
2024-03-28	category_gaming	674	304	68
2024-03-28	category_electronics	871	502	74
2024-03-28	landing_campaign	438	240	86
2024-03-29	home	4407	2428	90
2024-03-29	product_page	1342	669	58
2024-03-29	blog_post	1210	852	134
2024-03-29	pricing	362	295	32
2024-03-29	about	235	145	59
2024-03-29	contact	105	76	62
2024-03-29	faq	132	90	92
2024-03-29	category_gaming	692	591	57
2024-03-29	category_electronics	583	274	54
2024-03-29	landing_campaign	280	239	76
2024-03-30	home	4414	3000	80
2024-03-30	product_page	1148	491	64
2024-03-30	blog_post	718	566	129
2024-03-30	pricing	267	237	70
2024-03-30	about	146	108	64
2024-03-30	contact	77	34	59
2024-03-30	faq	65	36	58
2024-03-30	category_gaming	2340	885	65
2024-03-30	category_electronics	497	279	74
2024-03-30	landing_campaign	204	178	60
2024-03-31	home	3209	2430	74
2024-03-31	product_page	772	668	62
2024-03-31	blog_post	753	489	114
2024-03-31	pricing	229	114	72
2024-03-31	about	99	58	84
2024-03-31	contact	88	37	76
2024-03-31	faq	96	43	33
2024-03-31	category_gaming	419	332	85
2024-03-31	category_electronics	539	266	70
2024-03-31	landing_campaign	285	162	71
2024-04-01	home	6996	6043	49
2024-04-01	product_page	1637	795	68
2024-04-01	blog_post	944	460	97
2024-04-01	pricing	363	288	73
2024-04-01	about	224	109	80
2024-04-01	contact	108	44	61
2024-04-01	faq	146	117	51
2024-04-01	category_gaming	641	360	70
2024-04-01	category_electronics	840	547	57
2024-04-01	landing_campaign	295	211	86
2024-04-02	home	4400	3155	43
2024-04-02	product_page	1043	495	70
2024-04-02	blog_post	760	542	92
2024-04-02	pricing	410	266	50
2024-04-02	about	287	149	52
2024-04-02	contact	131	112	63
2024-04-02	faq	167	83	64
2024-04-02	category_gaming	828	715	71
2024-04-02	category_electronics	834	477	61
2024-04-02	landing_campaign	376	222	28
2024-04-03	home	6475	3707	72
2024-04-03	product_page	922	376	65
2024-04-03	blog_post	779	342	122
2024-04-03	pricing	462	411	68
2024-04-03	about	234	134	50
2024-04-03	contact	108	57	75
2024-04-03	faq	163	66	74
2024-04-03	category_gaming	857	451	42
2024-04-03	category_electronics	727	504	58
2024-04-03	landing_campaign	319	194	82
2024-04-04	home	5704	3791	41
2024-04-04	product_page	1515	997	96
2024-04-04	blog_post	883	371	125
2024-04-04	pricing	379	154	79
2024-04-04	about	201	142	43
2024-04-04	contact	109	69	41
2024-04-04	faq	184	77	59
2024-04-04	category_gaming	702	560	68
2024-04-04	category_electronics	627	526	26
2024-04-04	landing_campaign	332	165	65
2024-04-05	home	6574	3689	59
2024-04-05	product_page	1655	1306	74
2024-04-05	blog_post	642	567	139
2024-04-05	pricing	563	322	70
2024-04-05	about	189	98	72
2024-04-05	contact	118	87	87
2024-04-05	faq	189	117	37
2024-04-05	category_gaming	525	397	71
2024-04-05	category_electronics	731	402	71
2024-04-05	landing_campaign	411	309	75
2024-04-06	home	3299	1970	83
2024-04-06	product_page	828	617	52
2024-04-06	blog_post	638	544	123
2024-04-06	pricing	358	171	55
2024-04-06	about	180	94	71
2024-04-06	contact	73	59	61
2024-04-06	faq	124	63	46
2024-04-06	category_gaming	458	221	48
2024-04-06	category_electronics	464	265	71
2024-04-06	landing_campaign	171	100	68
2024-04-07	home	3573	1576	66
2024-04-07	product_page	811	544	32
2024-04-07	blog_post	728	305	111
2024-04-07	pricing	216	156	42
2024-04-07	about	153	136	67
2024-04-07	contact	72	40	42
2024-04-07	faq	112	63	46
2024-04-07	category_gaming	435	366	49
2024-04-07	category_electronics	624	440	45
2024-04-07	landing_campaign	178	104	53
2024-04-08	home	4254	2158	76
2024-04-08	product_page	1806	1165	45
2024-04-08	blog_post	940	601	135
2024-04-08	pricing	474	216	65
2024-04-08	about	248	202	51
2024-04-08	contact	152	108	86
2024-04-08	faq	221	100	50
2024-04-08	category_gaming	540	259	75
2024-04-08	category_electronics	1016	728	45
2024-04-08	landing_campaign	421	339	37
2024-04-09	home	5720	4457	53
2024-04-09	product_page	1807	1189	69
2024-04-09	blog_post	797	382	119
2024-04-09	pricing	386	340	54
2024-04-09	about	225	161	66
2024-04-09	contact	138	98	62
2024-04-09	faq	174	148	85
2024-04-09	category_gaming	696	489	73
2024-04-09	category_electronics	686	581	51
2024-04-09	landing_campaign	321	285	64
2024-04-10	home	6363	2698	66
2024-04-10	product_page	1780	1195	60
2024-04-10	blog_post	1062	623	128
2024-04-10	pricing	444	237	63
2024-04-10	about	226	133	53
2024-04-10	contact	124	76	76
2024-04-10	faq	161	78	62
2024-04-10	category_gaming	842	662	79
2024-04-10	category_electronics	994	737	49
2024-04-10	landing_campaign	457	410	76
2024-04-11	home	2149	848	38
2024-04-11	product_page	388	113	62
2024-04-11	blog_post	244	82	132
2024-04-11	pricing	160	96	58
2024-04-11	about	100	42	64
2024-04-11	contact	41	19	73
2024-04-11	faq	80	37	59
2024-04-11	category_gaming	227	110	53
2024-04-11	category_electronics	254	104	59
2024-04-11	landing_campaign	151	45	60
2024-04-12	home	6669	4829	52
2024-04-12	product_page	1545	999	52
2024-04-12	blog_post	982	857	119
2024-04-12	pricing	395	222	54
2024-04-12	about	251	209	57
2024-04-12	contact	163	65	67
2024-04-12	faq	157	131	66
2024-04-12	category_gaming	562	269	69
2024-04-12	category_electronics	902	684	63
2024-04-12	landing_campaign	398	221	33
2024-04-13	home	3111	2205	88
2024-04-13	product_page	901	538	59
2024-04-13	blog_post	631	278	129
2024-04-13	pricing	291	151	68
